window_id,source_pcap,packet_count,pps,byte_count,avg_packet_size,std_packet_size,tcp_ratio,udp_ratio,http_ratio,syn_ratio,ack_ratio,syn_ack_ratio,unique_src_ips,unique_dst_ips,unique_src_ports,unique_dst_ports,src_ip_entropy,dst_ip_entropy,src_port_entropy,dst_port_entropy,mean_interarrival_ms,std_interarrival_ms,interarrival_cv,flow_count,flow_entropy,small_packet_ratio,large_packet_ratio,label,binary_label,normal_ratio,http_flood_ratio,syn_flood_ratio,udp_reflection_ratio,attack_ratio,dominant_attack,severity
18,demo_http_flood.pcap#http_flood,28,560.0,5333,190.4643,22.9541,1.0,0.0,1.0,0.0,1.0,0.0,2,1,28,1,0.966619,-0.0,4.807355,-0.0,1.775591,3.300628,1.858889,28,4.807355,0.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
19,demo_http_flood.pcap#http_flood,24,480.0,4551,189.625,22.7538,1.0,0.0,1.0,0.0,1.0,0.0,2,1,24,1,0.954434,-0.0,4.584963,-0.0,2.132177,3.399911,1.594572,24,4.584963,0.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
20,demo_http_flood.pcap#http_flood,189,3780.0,15199,80.418,33.9695,1.0,0.0,1.0,0.455026,1.0,0.455026,3,3,92,87,1.261289,1.160266,4.511138,3.918277,0.255198,1.284769,5.034402,177,7.435258,0.910053,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
21,demo_http_flood.pcap#http_flood,28,560.0,3874,138.3571,61.7028,1.0,0.0,1.0,0.214286,1.0,0.214286,3,2,23,7,1.530619,0.749595,4.253434,1.303516,1.779962,3.074922,1.727521,28,4.807355,0.428571,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
22,demo_http_flood.pcap#http_flood,31,620.0,4139,133.5161,59.8422,1.0,0.0,1.0,0.225806,1.0,0.225806,3,2,25,8,1.544823,0.770629,4.320277,1.404548,1.600297,3.607464,2.254246,31,4.954196,0.451613,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
23,demo_http_flood.pcap#http_flood,25,500.0,3311,132.44,62.2769,1.0,0.0,1.0,0.24,1.0,0.24,3,2,20,7,1.541315,0.79504,4.023465,1.415431,2.000292,3.467889,1.733691,25,4.643856,0.48,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
24,demo_http_flood.pcap#http_flood,24,480.0,3186,132.75,64.9745,1.0,0.0,1.0,0.25,1.0,0.25,3,2,19,7,1.5,0.811278,3.938722,1.457519,2.130612,4.219077,1.980218,24,4.584963,0.5,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
25,demo_http_flood.pcap#http_flood,22,440.0,2795,127.0455,64.535,1.0,0.0,1.0,0.272727,1.0,0.272727,3,2,17,7,1.497015,0.845351,3.754442,1.550341,2.241895,4.227765,1.885799,22,4.459432,0.545455,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
26,demo_http_flood.pcap#http_flood,11,220.0,2127,193.3636,23.4027,1.0,0.0,1.0,0.0,1.0,0.0,2,1,11,1,0.99403,-0.0,3.459432,-0.0,4.794693,5.301241,1.105648,11,3.459432,0.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
27,demo_http_flood.pcap#http_flood,19,380.0,1840,96.8421,45.0465,1.0,0.0,1.0,0.368421,1.0,0.368421,3,2,13,8,1.568316,0.949452,3.213639,1.983741,2.21916,4.441907,2.001616,19,4.247928,0.736842,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
28,demo_http_flood.pcap#http_flood,18,360.0,1872,104,48.1941,1.0,0.0,1.0,0.333333,1.0,0.333333,3,2,13,7,1.584963,0.918296,3.308271,1.77995,2.823998,4.715583,1.669825,18,4.169925,0.666667,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
29,demo_http_flood.pcap#http_flood,17,340.0,1700,100,46.5971,1.0,0.0,1.0,0.352941,1.0,0.352941,3,2,12,7,1.579863,0.936667,3.175123,1.849007,2.494499,4.637323,1.85902,17,4.087463,0.705882,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
30,demo_http_flood.pcap#http_flood,12,240.0,1248,104,48.1941,1.0,0.0,1.0,0.333333,1.0,0.333333,3,2,9,5,1.584963,0.918296,2.918296,1.584963,3.634908,5.207248,1.432567,12,3.584963,0.666667,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
31,demo_http_flood.pcap#http_flood,14,280.0,2737,195.5,23.5,1.0,0.0,1.0,0.0,1.0,0.0,2,1,14,1,1.0,-0.0,3.807355,-0.0,1.848386,6.397491,3.461123,14,3.807355,0.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
32,demo_http_flood.pcap#http_flood,13,260.0,2565,197.3077,23.4304,1.0,0.0,1.0,0.0,1.0,0.0,2,1,13,1,0.995727,-0.0,3.70044,-0.0,0.003179,0.002446,0.769334,13,3.70044,0.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
33,demo_http_flood.pcap#http_flood,12,240.0,2346,195.5,23.5,1.0,0.0,1.0,0.0,1.0,0.0,2,1,12,1,1.0,-0.0,3.584963,-0.0,0.001539,0.00117,0.760042,12,3.584963,0.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
34,demo_http_flood.pcap#http_flood,13,260.0,2565,197.3077,23.4304,1.0,0.0,1.0,0.0,1.0,0.0,2,1,13,1,0.995727,-0.0,3.70044,-0.0,0.001411,0.001133,0.803064,13,3.70044,0.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
35,demo_http_flood.pcap#http_flood,13,260.0,2518,193.6923,23.4304,1.0,0.0,1.0,0.0,1.0,0.0,2,1,13,1,0.995727,-0.0,3.70044,-0.0,0.002682,0.001852,0.69056,13,3.70044,0.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
36,demo_http_flood.pcap#http_flood,23,460.0,3160,137.3913,63.0216,1.0,0.0,1.0,0.478261,0.521739,0.916667,2,1,23,1,0.998636,-0.0,4.523562,-0.0,2.267003,2.555278,1.127161,23,4.523562,0.478261,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
37,demo_http_flood.pcap#http_flood,23,460.0,3160,137.3913,63.0216,1.0,0.0,1.0,0.478261,0.521739,0.916667,2,1,23,1,0.998636,-0.0,4.523562,-0.0,2.158176,3.156063,1.462375,23,4.523562,0.478261,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
38,demo_http_flood.pcap#http_flood,22,440.0,3086,140.2727,62.9388,1.0,0.0,1.0,0.454545,0.545455,0.833333,2,1,22,1,1.0,-0.0,4.459432,-0.0,2.002092,3.240653,1.618634,22,4.459432,0.454545,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
39,demo_http_flood.pcap#http_flood,24,480.0,3477,144.875,62.5315,1.0,0.0,1.0,0.416667,0.583333,0.714286,2,1,24,1,1.0,-0.0,4.584963,-0.0,1.825302,3.214901,1.761298,24,4.584963,0.416667,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
40,demo_http_flood.pcap#http_flood,19,380.0,2284,120.2105,55.7726,1.0,0.0,1.0,0.578947,0.421053,1.375,2,1,19,1,0.981941,-0.0,4.247928,-0.0,2.756834,3.701512,1.342668,19,4.247928,0.578947,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
41,demo_http_flood.pcap#http_flood,10,200.0,740,74,0.0,1.0,0.0,1.0,1.0,0.0,10.0,2,1,10,1,1.0,-0.0,3.321928,-0.0,5.5289,3.641028,0.658545,10,3.321928,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
42,demo_http_flood.pcap#http_flood,15,300.0,1698,113.2,48.01,1.0,0.0,1.0,0.6,0.4,1.5,2,1,15,1,0.836641,-0.0,3.906891,-0.0,2.920645,3.746751,1.282851,15,3.906891,0.6,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
43,demo_http_flood.pcap#http_flood,18,360.0,2018,112.1111,47.7748,1.0,0.0,1.0,0.611111,0.388889,1.571429,2,1,18,1,0.918296,-0.0,4.169925,-0.0,2.921357,3.393676,1.161678,18,4.169925,0.611111,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
44,demo_http_flood.pcap#http_flood,13,260.0,1354,104.1538,45.2308,1.0,0.0,1.0,0.692308,0.307692,2.25,2,1,13,1,0.890492,-0.0,3.70044,-0.0,3.433506,2.756025,0.802685,13,3.70044,0.692308,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
45,demo_http_flood.pcap#http_flood,11,220.0,912,82.9091,28.173,1.0,0.0,1.0,0.909091,0.090909,10.0,2,1,11,1,0.99403,-0.0,3.459432,-0.0,4.86238,3.531708,0.726333,11,3.459432,0.909091,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
46,demo_http_flood.pcap#http_flood,10,200.0,740,74,0.0,1.0,0.0,1.0,1.0,0.0,10.0,2,1,10,1,1.0,-0.0,3.321928,-0.0,4.642672,4.23848,0.91294,10,3.321928,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
47,demo_http_flood.pcap#http_flood,8,160.0,592,74,0.0,1.0,0.0,1.0,1.0,0.0,8.0,2,1,8,1,0.954434,-0.0,3.0,-0.0,5.872692,4.186256,0.712834,8,3.0,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
48,demo_http_flood.pcap#http_flood,5,100.0,370,74,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1,1,5,1,-0.0,-0.0,2.321928,-0.0,10.254264,0.02306,0.002249,5,2.321928,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
49,demo_http_flood.pcap#http_flood,5,100.0,370,74,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1,1,5,1,-0.0,-0.0,2.321928,-0.0,10.32275,0.030093,0.002915,5,2.321928,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
50,demo_http_flood.pcap#http_flood,5,100.0,370,74,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1,1,5,1,-0.0,-0.0,2.321928,-0.0,10.319233,0.027,0.002617,5,2.321928,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
51,demo_http_flood.pcap#http_flood,5,100.0,370,74,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1,1,5,1,-0.0,-0.0,2.321928,-0.0,9.84621,0.855269,0.086863,5,2.321928,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
52,demo_http_flood.pcap#http_flood,6,120.0,444,74,0.0,1.0,0.0,1.0,1.0,0.0,6.0,2,1,6,1,0.918296,-0.0,2.584963,-0.0,0.005388,0.00642,1.191441,6,2.584963,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
53,demo_http_flood.pcap#http_flood,186,3720.0,13076,70.3011,3.9887,1.0,0.0,1.0,0.537634,0.924731,0.581395,3,3,101,87,1.295607,1.164698,4.567875,3.967193,0.002437,0.008466,3.473757,186,7.539159,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
54,demo_http_flood.pcap#http_flood,24,480.0,1728,72,3.4641,1.0,0.0,1.0,0.75,0.5,1.5,3,2,19,7,1.5,0.811278,3.938722,1.457519,0.003607,0.004202,1.164697,24,4.584963,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
55,demo_http_flood.pcap#http_flood,26,520.0,1868,71.8462,3.5485,1.0,0.0,1.0,0.730769,0.538462,1.357143,3,2,20,8,1.497864,0.840359,3.944613,1.596185,0.009604,0.018828,1.96058,26,4.70044,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
56,demo_http_flood.pcap#http_flood,26,520.0,1876,72.1538,3.3706,1.0,0.0,1.0,0.769231,0.461538,1.666667,3,2,21,7,1.497864,0.77935,4.10391,1.37588,0.003843,0.009176,2.387448,26,4.70044,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
57,demo_http_flood.pcap#http_flood,37,740.0,4293,116.027,61.4753,1.0,0.0,1.0,0.486486,0.675676,0.72,3,2,32,7,1.446212,0.639457,4.79027,1.05864,0.002609,0.006282,2.407531,37,5.209453,0.648649,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
58,demo_http_flood.pcap#http_flood,37,740.0,4293,116.027,61.4753,1.0,0.0,1.0,0.486486,0.675676,0.72,3,2,32,7,1.446212,0.639457,4.79027,1.05864,0.00247,0.004112,1.664417,37,5.209453,0.648649,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
59,demo_http_flood.pcap#http_flood,38,760.0,4214,110.8947,59.0485,1.0,0.0,1.0,0.5,0.684211,0.730769,3,2,32,8,1.474726,0.689202,4.730783,1.206346,0.023861,0.127719,5.352594,38,5.247928,0.684211,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
60,demo_http_flood.pcap#http_flood,39,780.0,4441,113.8718,60.5916,1.0,0.0,1.0,0.512821,0.641026,0.8,3,2,34,7,1.437862,0.619382,4.887716,1.017069,0.003451,0.008367,2.424653,39,5.285402,0.666667,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
61,demo_http_flood.pcap#http_flood,36,720.0,4172,115.8889,60.2296,1.0,0.0,1.0,0.472222,0.694444,0.68,3,2,31,7,1.472637,0.650022,4.739098,1.08085,0.002398,0.005235,2.183356,36,5.169925,0.638889,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
62,demo_http_flood.pcap#http_flood,26,520.0,3350,128.8462,63.7964,1.0,0.0,1.0,0.384615,0.769231,0.5,3,2,23,5,1.460485,0.619382,4.392747,0.927075,0.00576,0.014197,2.464711,26,4.70044,0.538462,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
63,demo_http_flood.pcap#http_flood,18,360.0,2790,155,60.4042,1.0,0.0,1.0,0.333333,0.666667,0.5,2,1,18,1,0.918296,-0.0,4.169925,-0.0,0.001585,0.001199,0.756521,18,4.169925,0.333333,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
64,demo_http_flood.pcap#http_flood,18,360.0,2790,155,60.4042,1.0,0.0,1.0,0.333333,0.666667,0.5,2,1,18,1,0.918296,-0.0,4.169925,-0.0,0.001823,0.001127,0.618167,18,4.169925,0.333333,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
65,demo_http_flood.pcap#http_flood,17,340.0,2959,174.0588,50.9919,1.0,0.0,1.0,0.176471,0.823529,0.214286,2,1,17,1,0.977418,-0.0,4.087463,-0.0,0.004813,0.009584,1.991323,17,4.087463,0.176471,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
66,demo_http_flood.pcap#http_flood,8,160.0,1470,183.75,20.3516,1.0,0.0,1.0,0.0,1.0,0.0,2,1,8,1,0.811278,-0.0,3.0,-0.0,0.00797,0.006801,0.853311,8,3.0,0.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
67,demo_http_flood.pcap#http_flood,11,220.0,1402,127.4545,48.7971,1.0,0.0,1.0,0.454545,0.545455,0.833333,2,1,11,1,0.99403,-0.0,3.459432,-0.0,4.859996,5.030814,1.035148,11,3.459432,0.454545,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
68,demo_http_flood.pcap#http_flood,13,260.0,1648,126.7692,48.8548,1.0,0.0,1.0,0.461538,0.538462,0.857143,2,1,13,1,0.995727,-0.0,3.70044,-0.0,3.916502,4.392967,1.121656,13,3.70044,0.461538,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
69,demo_http_flood.pcap#http_flood,9,180.0,1058,117.5556,48.6966,1.0,0.0,1.0,0.555556,0.444444,1.25,2,1,9,1,0.991076,-0.0,3.169925,-0.0,5.116999,4.452307,0.870101,9,3.169925,0.555556,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
70,demo_http_flood.pcap#http_flood,6,120.0,542,90.3333,36.5224,1.0,0.0,1.0,0.833333,0.166667,5.0,2,1,6,1,0.650022,-0.0,2.584963,-0.0,8.317995,2.606462,0.313352,6,2.584963,0.833333,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
71,demo_http_flood.pcap#http_flood,6,120.0,444,74,0.0,1.0,0.0,1.0,1.0,0.0,6.0,1,1,6,1,-0.0,-0.0,2.584963,-0.0,9.527588,0.985486,0.103435,6,2.584963,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
72,demo_http_flood.pcap#http_flood,5,100.0,370,74,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1,1,5,1,-0.0,-0.0,2.321928,-0.0,10.311246,0.031403,0.003045,5,2.321928,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
73,demo_http_flood.pcap#http_flood,5,100.0,370,74,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1,1,5,1,-0.0,-0.0,2.321928,-0.0,10.277987,0.023919,0.002327,5,2.321928,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
74,demo_http_flood.pcap#http_flood,5,100.0,370,74,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1,1,5,1,-0.0,-0.0,2.321928,-0.0,10.09798,0.398922,0.039505,5,2.321928,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
75,demo_http_flood.pcap#http_flood,5,100.0,370,74,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1,1,5,1,-0.0,-0.0,2.321928,-0.0,10.301471,0.072299,0.007018,5,2.321928,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
76,demo_http_flood.pcap#http_flood,5,100.0,370,74,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1,1,5,1,-0.0,-0.0,2.321928,-0.0,10.291517,0.060203,0.00585,5,2.321928,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
77,demo_http_flood.pcap#http_flood,5,100.0,370,74,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1,1,5,1,-0.0,-0.0,2.321928,-0.0,10.372758,0.068766,0.006629,5,2.321928,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
78,demo_http_flood.pcap#http_flood,3,60.0,222,74,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1,1,3,1,-0.0,-0.0,1.584963,-0.0,10.948539,0.602603,0.05504,3,1.584963,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
79,demo_http_flood.pcap#http_flood,2,40.0,148,74,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1,1,2,1,-0.0,-0.0,1.0,-0.0,0.007868,0.0,0.0,2,1.0,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
80,demo_http_flood.pcap#http_flood,7,140.0,518,74,0.0,1.0,0.0,1.0,1.0,0.0,7.0,1,1,7,1,-0.0,-0.0,2.807355,-0.0,0.002503,0.002131,0.851392,7,2.807355,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
81,demo_http_flood.pcap#http_flood,6,120.0,444,74,0.0,1.0,0.0,1.0,1.0,0.0,6.0,1,1,6,1,-0.0,-0.0,2.584963,-0.0,0.002623,0.002764,1.053918,6,2.584963,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
82,demo_http_flood.pcap#http_flood,6,120.0,444,74,0.0,1.0,0.0,1.0,1.0,0.0,6.0,1,1,6,1,-0.0,-0.0,2.584963,-0.0,0.002813,0.003157,1.122234,6,2.584963,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
83,demo_http_flood.pcap#http_flood,7,140.0,518,74,0.0,1.0,0.0,1.0,1.0,0.0,7.0,1,1,7,1,-0.0,-0.0,2.807355,-0.0,0.002305,0.002511,1.08935,7,2.807355,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
84,demo_http_flood.pcap#http_flood,6,120.0,444,74,0.0,1.0,0.0,1.0,1.0,0.0,6.0,1,1,6,1,-0.0,-0.0,2.584963,-0.0,0.001431,0.001374,0.960324,6,2.584963,1.0,0.0,http_flood,abnormal,0.0,1.0,0.0,0.0,1.0,http_flood,high
