window_id,source_pcap,label,binary_label,anomaly_score,threshold,predicted_state
74,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,67.98778149,7.27908962,anomaly
75,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,72.56016556,7.27908962,anomaly
76,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,66.24240568,7.27908962,anomaly
77,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,58.84868733,7.27908962,anomaly
78,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,58.92390302,7.27908962,anomaly
79,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,64.34776449,7.27908962,anomaly
80,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,67.70177429,7.27908962,anomaly
81,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,70.8079555,7.27908962,anomaly
82,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,65.48214661,7.27908962,anomaly
83,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,59.53055449,7.27908962,anomaly
84,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,74.13950843,7.27908962,anomaly
85,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,68.44853846,7.27908962,anomaly
86,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,66.09789816,7.27908962,anomaly
87,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,60.05224276,7.27908962,anomaly
88,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,67.40575217,7.27908962,anomaly
89,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,66.13992897,7.27908962,anomaly
90,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.75350703,7.27908962,anomaly
91,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,65.08658533,7.27908962,anomaly
92,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,70.03825465,7.27908962,anomaly
93,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,63.64751931,7.27908962,anomaly
94,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.54862692,7.27908962,anomaly
95,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,58.74862843,7.27908962,anomaly
96,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,57.79932374,7.27908962,anomaly
97,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,55.34241149,7.27908962,anomaly
98,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,68.54925227,7.27908962,anomaly
99,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,73.46334202,7.27908962,anomaly
100,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.11830844,7.27908962,anomaly
101,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,64.25554342,7.27908962,anomaly
102,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,63.67587737,7.27908962,anomaly
103,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,59.12493313,7.27908962,anomaly
104,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,69.68603445,7.27908962,anomaly
105,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,60.27923684,7.27908962,anomaly
106,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,66.67131357,7.27908962,anomaly
107,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,60.80664024,7.27908962,anomaly
108,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,68.70302327,7.27908962,anomaly
109,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,69.41130722,7.27908962,anomaly
110,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.35240573,7.27908962,anomaly
111,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,60.55886442,7.27908962,anomaly
112,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,61.70997667,7.27908962,anomaly
113,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,65.96321052,7.27908962,anomaly
114,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.70924425,7.27908962,anomaly
115,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,67.05025063,7.27908962,anomaly
116,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,56.81001405,7.27908962,anomaly
117,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.56552418,7.27908962,anomaly
118,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,57.71878525,7.27908962,anomaly
119,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,65.78291109,7.27908962,anomaly
120,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,66.2047006,7.27908962,anomaly
121,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,56.53098905,7.27908962,anomaly
122,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,55.28366328,7.27908962,anomaly
123,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,53.89495232,7.27908962,anomaly
124,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,68.65692517,7.27908962,anomaly
125,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,66.16754481,7.27908962,anomaly
126,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,63.69630817,7.27908962,anomaly
127,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,65.82078153,7.27908962,anomaly
128,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.65260611,7.27908962,anomaly
129,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,65.44247336,7.27908962,anomaly
130,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,63.75559306,7.27908962,anomaly
131,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,65.74883326,7.27908962,anomaly
132,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,69.77458263,7.27908962,anomaly
133,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,57.12515271,7.27908962,anomaly
134,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,63.12160308,7.27908962,anomaly
135,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.702416,7.27908962,anomaly
136,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,56.74979834,7.27908962,anomaly
137,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,71.82645702,7.27908962,anomaly
138,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.40971409,7.27908962,anomaly
139,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,65.96081725,7.27908962,anomaly
140,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,63.84514859,7.27908962,anomaly
141,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,58.93200475,7.27908962,anomaly
142,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,57.71344135,7.27908962,anomaly
143,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,60.62744624,7.27908962,anomaly
144,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.50901199,7.27908962,anomaly
145,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,64.63161139,7.27908962,anomaly
146,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,69.25805652,7.27908962,anomaly
147,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,72.0135068,7.27908962,anomaly
148,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,53.87319545,7.27908962,anomaly
149,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,63.71505797,7.27908962,anomaly
150,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,58.08772045,7.27908962,anomaly
151,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,71.38304246,7.27908962,anomaly
152,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,67.21839806,7.27908962,anomaly
153,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,70.07584563,7.27908962,anomaly
154,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,65.4821845,7.27908962,anomaly
155,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,56.71102057,7.27908962,anomaly
156,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,64.02727884,7.27908962,anomaly
157,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,63.72969261,7.27908962,anomaly
158,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.4891349,7.27908962,anomaly
159,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,65.25686959,7.27908962,anomaly
160,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.68277377,7.27908962,anomaly
161,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,61.90267709,7.27908962,anomaly
162,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,56.55851268,7.27908962,anomaly
163,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,55.70892616,7.27908962,anomaly
164,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,66.8015485,7.27908962,anomaly
165,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,69.29519074,7.27908962,anomaly
166,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,54.43051095,7.27908962,anomaly
167,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,67.04415183,7.27908962,anomaly
168,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,57.72542761,7.27908962,anomaly
169,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,60.07553088,7.27908962,anomaly
170,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,63.50350614,7.27908962,anomaly
171,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,63.91480424,7.27908962,anomaly
172,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,57.43198609,7.27908962,anomaly
173,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,60.82433051,7.27908962,anomaly
174,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,56.26796785,7.27908962,anomaly
175,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,71.69906134,7.27908962,anomaly
176,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,68.42647199,7.27908962,anomaly
177,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,60.6545275,7.27908962,anomaly
178,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,59.92999572,7.27908962,anomaly
179,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,64.17254732,7.27908962,anomaly
180,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.83319345,7.27908962,anomaly
181,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,63.48465399,7.27908962,anomaly
182,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,59.13030202,7.27908962,anomaly
183,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,60.79809146,7.27908962,anomaly
184,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.46040744,7.27908962,anomaly
185,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,60.83498987,7.27908962,anomaly
186,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,66.26912288,7.27908962,anomaly
187,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,61.0654467,7.27908962,anomaly
188,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.75613166,7.27908962,anomaly
189,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,59.83039381,7.27908962,anomaly
190,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,59.51392051,7.27908962,anomaly
191,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,64.01510569,7.27908962,anomaly
192,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.82560759,7.27908962,anomaly
193,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,63.98667134,7.27908962,anomaly
194,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,65.89188104,7.27908962,anomaly
195,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,56.62920785,7.27908962,anomaly
196,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,67.61728033,7.27908962,anomaly
197,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,65.05907844,7.27908962,anomaly
198,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,66.10302602,7.27908962,anomaly
199,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,67.77057167,7.27908962,anomaly
200,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,64.86687956,7.27908962,anomaly
201,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,54.43232622,7.27908962,anomaly
202,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,59.93754162,7.27908962,anomaly
203,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,64.15271275,7.27908962,anomaly
204,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,54.37060046,7.27908962,anomaly
205,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.83659398,7.27908962,anomaly
206,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,63.99454107,7.27908962,anomaly
207,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,66.21224294,7.27908962,anomaly
208,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.69537723,7.27908962,anomaly
209,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,61.62226566,7.27908962,anomaly
210,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.40474559,7.27908962,anomaly
211,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,67.47176157,7.27908962,anomaly
212,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,56.97423861,7.27908962,anomaly
213,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,67.02582321,7.27908962,anomaly
214,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,64.08929551,7.27908962,anomaly
215,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,53.32916975,7.27908962,anomaly
216,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,64.50031963,7.27908962,anomaly
217,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,70.50945792,7.27908962,anomaly
218,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,61.87132161,7.27908962,anomaly
219,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,67.9701056,7.27908962,anomaly
220,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,63.22351844,7.27908962,anomaly
221,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,59.7940936,7.27908962,anomaly
222,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,62.80878951,7.27908962,anomaly
223,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,61.96627756,7.27908962,anomaly
224,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,68.87592143,7.27908962,anomaly
225,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,59.42454498,7.27908962,anomaly
226,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,58.04757532,7.27908962,anomaly
227,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,59.99024175,7.27908962,anomaly
228,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,63.88801898,7.27908962,anomaly
229,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,59.58091153,7.27908962,anomaly
230,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,63.3787768,7.27908962,anomaly
231,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,74.18125383,7.27908962,anomaly
232,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,65.328357,7.27908962,anomaly
233,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,60.92990615,7.27908962,anomaly
234,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,68.76948691,7.27908962,anomaly
235,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,59.3127589,7.27908962,anomaly
236,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,60.9548969,7.27908962,anomaly
237,scenario_http_flood_noisy_seed3611.pcap,http_flood,abnormal,50.46056739,7.27908962,anomaly
238,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,38.85804368,7.27908962,anomaly
239,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,36.32982812,7.27908962,anomaly
240,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,36.48911821,7.27908962,anomaly
241,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,31.41418228,7.27908962,anomaly
242,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,35.21384654,7.27908962,anomaly
243,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,25.82109467,7.27908962,anomaly
244,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,44.36673288,7.27908962,anomaly
245,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,31.74441371,7.27908962,anomaly
246,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,31.52466452,7.27908962,anomaly
247,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,30.47760408,7.27908962,anomaly
248,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,42.42900547,7.27908962,anomaly
249,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,25.21941826,7.27908962,anomaly
250,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,24.34870954,7.27908962,anomaly
251,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,33.88583859,7.27908962,anomaly
252,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,32.83277575,7.27908962,anomaly
253,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,30.32322082,7.27908962,anomaly
254,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,27.13301187,7.27908962,anomaly
255,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,33.92725726,7.27908962,anomaly
256,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,33.67584303,7.27908962,anomaly
257,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,33.48599644,7.27908962,anomaly
258,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,34.53500185,7.27908962,anomaly
259,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,33.07190544,7.27908962,anomaly
260,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,33.49596172,7.27908962,anomaly
261,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,40.11163166,7.27908962,anomaly
262,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,36.37070698,7.27908962,anomaly
263,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,32.10559944,7.27908962,anomaly
264,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,35.93582678,7.27908962,anomaly
265,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,32.92820281,7.27908962,anomaly
266,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,30.40129617,7.27908962,anomaly
267,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,24.35253815,7.27908962,anomaly
268,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,35.23472181,7.27908962,anomaly
269,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,35.5794882,7.27908962,anomaly
270,scenario_mixed_attack_01_seed3611.pcap,mixed_attack,abnormal,29.01980995,7.27908962,anomaly
